epoch,accuracy_m,f1_m,loss,neg_f1_m,neg_precision_m,neg_pred_m,neg_recall_m,pos_pred_m,precision_m,recall_m,val_accuracy_m,val_f1_m,val_loss,val_neg_f1_m,val_neg_precision_m,val_neg_pred_m,val_neg_recall_m,val_pos_pred_m,val_precision_m,val_recall_m
0,0.4922944903373718,0.4735201299190521,0.6947590708732605,0.47950246930122375,0.4918648898601532,64.15018463134766,0.4922092854976654,64.27106475830078,0.48967209458351135,0.49380481243133545,0.39931365847587585,0.0,0.6935388445854187,0.5694447755813599,0.39931365847587585,129.4098358154297,1.0,0.0,0.0,0.0
1,0.49866917729377747,0.5349754691123962,0.6935619711875916,0.445178747177124,0.49652406573295593,53.0,0.4108293950557709,75.46154022216797,0.4999367296695709,0.5858706831932068,0.39880135655403137,0.0004258036788087338,0.6942722797393799,0.568864643573761,0.398995965719223,129.3114776611328,0.998497486114502,0.09836065769195557,0.01639343984425068,0.00021570319950114936
2,0.504249095916748,0.5577991604804993,0.6928340196609497,0.4277958571910858,0.5032455921173096,47.97069549560547,0.37695175409317017,80.4908447265625,0.5041925311088562,0.6302619576454163,0.4400387406349182,0.2457784116268158,0.6934316158294678,0.5525588393211365,0.4062727391719818,110.7868881225586,0.8710790872573853,18.62295150756836,0.6441196203231812,0.15380160510540009
3,0.5016593337059021,0.554957926273346,0.6922966837882996,0.4230709671974182,0.5024105310440063,47.765567779541016,0.37391313910484314,80.69596862792969,0.50192791223526,0.6303297281265259,0.4917541742324829,0.5014468431472778,0.6932423114776611,0.47831714153289795,0.40613165497779846,74.90164184570312,0.5878394842147827,54.50819778442383,0.6103087663650513,0.4284057915210724
4,0.5024459958076477,0.5086409449577332,0.6920487284660339,0.4787999093532562,0.5015427470207214,60.5494499206543,0.47431471943855286,67.9120864868164,0.5058733820915222,0.5318392515182495,0.5009994506835938,0.5742667317390442,0.6930562853813171,0.39306795597076416,0.3833284080028534,55.01639175415039,0.40801700949668884,74.39344024658203,0.5887251496315002,0.5635173916816711
5,0.5117912292480469,0.43607982993125916,0.6908627152442932,0.5524212718009949,0.509980320930481,78.67399597167969,0.6256006360054016,49.765567779541016,0.5227203965187073,0.4006197154521942,0.5284335613250732,0.6511855721473694,0.692305862903595,0.2647693455219269,0.35320067405700684,31.68852424621582,0.21548113226890564,97.7213134765625,0.5856674909591675,0.7370318174362183
6,0.514366090297699,0.4666247069835663,0.6899452805519104,0.5373748540878296,0.5121515393257141,73.4102554321289,0.5871210694313049,55.0512809753418,0.5235311985015869,0.4445032477378845,0.4930098056793213,0.5110043287277222,0.6934000849723816,0.4706685245037079,0.4045860469341278,72.7868881225586,0.5687602162361145,56.62295150756836,0.6081509590148926,0.4435179829597473
7,0.5170844793319702,0.4671347439289093,0.6889974474906921,0.544092059135437,0.5145087242126465,74.20879364013672,0.5964792966842651,54.25274658203125,0.5258756875991821,0.4401181936264038,0.49329107999801636,0.5379675626754761,0.6930548548698425,0.435517281293869,0.3932632505893707,65.0655746459961,0.4939724802970886,64.3442611694336,0.5956531167030334,0.4938105046749115
8,0.5229798555374146,0.48631492257118225,0.6880207061767578,0.5402353405952454,0.5193777084350586,71.4945068359375,0.5801251530647278,56.96703338623047,0.5320403575897217,0.4664038419723511,0.49700403213500977,0.5519636869430542,0.6929605007171631,0.4238041341304779,0.39153173565864563,61.6721305847168,0.46760162711143494,67.73770141601562,0.5948290228843689,0.5181117653846741
9,0.5243683457374573,0.4876707196235657,0.6874339580535889,0.5436536073684692,0.5208666324615479,71.64469146728516,0.5820444822311401,56.81684875488281,0.5297203660011292,0.46580085158348083,0.4977736473083496,0.5249350070953369,0.6932130455970764,0.46413907408714294,0.4054144322872162,70.0655746459961,0.5487240552902222,59.344261169433594,0.6079434156417847,0.4648013412952423
